"key","bid","bid_no","ra_no","items","quantity","department","startdate","enddate","document","status"
"GEM/2023/B/3339905GEM/2023/R/194737",4717322,"GEM/2023/B/3339905","GEM/2023/R/194737","Branded officer chair,Branded revolving chair,Branded Office table premium,Branded Office almirah,B",149,"Rural Development and Panchayats Department Jammu and Kashmir","2023-04-29","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4717322","Bid Awarded"
"GEM/2023/B/3340031",4651311,"","GEM/2023/B/3340031","Manpower Outsourcing Services - Minimum wage - Highly-Skilled; Finance/Accounts; Accounting Operato",45,"Department of Higher Education","2023-04-08","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4651311","Bid Awarded"
"GEM/2023/B/3340405",4651711,"","GEM/2023/B/3340405","Facility Management Service - Manpower Based - Residential; One cleaner Sweeper and Two Security gu",3,"Department of Defence","2023-04-21","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4651711","Bid Awarded"
"GEM/2023/B/3347546",4659442,"","GEM/2023/B/3347546","Split Air Conditioner Including Green AC (Version 3)",2,"Department of Financial Services","2023-04-12","2023-04-26","https://bidplus.gem.gov.in/showbidDocument/4659442","Bid Awarded"
"GEM/2023/B/3351831",4664035,"","GEM/2023/B/3351831","RING EXTERNAL FOR STABLIZER ASSEMBLY OF GIUIDED PINAKA AS PER DRG. NO. GP-1019",125,"Department of Defence Production","2023-04-13","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4664035","Bid Awarded"
"GEM/2023/B/3354426",4666842,"","GEM/2023/B/3354426","All in One PC,Multifunction Machines MFM",14,"Department of Telecommunications (DOT)","2023-04-18","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4666842","Bid Awarded"
"GEM/2023/B/3356074",4668611,"","GEM/2023/B/3356074","First Aid box,Flash back arrester torch mounted,Flash back arrester cylinder mounted,Multiangle mag",115,"Skill Development and Entrepreneurship Department Maharashtra","2023-04-14","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4668611","Bid Awarded"
"GEM/2023/B/3357884",4670630,"","GEM/2023/B/3357884","Hemoglobinometer (Point-of -care)",642,"Medical Health and Family Welfare Department Uttar Pradesh","2023-04-21","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4670630","Bid Awarded"
"GEM/2023/B/3357969",4670723,"","GEM/2023/B/3357969","LAN PORT,L2 NETWORK DISTRIBUTION SWITCHES,L3 NETWORK DISTRIBUTION SWITCHES,24 PORT FULLY LOADED PAT",15,"Public Health and Family Welfare Department Maharashtra","2023-04-15","2023-04-26","https://bidplus.gem.gov.in/showbidDocument/4670723","Bid Awarded"
"GEM/2023/B/3358463",4671291,"","GEM/2023/B/3358463","Custom Bid for Services - CATERING JOB AT PATALGANGA LPG PLANT",1,"NA","2023-04-16","2023-04-26","https://bidplus.gem.gov.in/showbidDocument/4671291","Bid Awarded"
"GEM/2023/B/3358497",4671329,"","GEM/2023/B/3358497","Executive Chair",12,"Department of Military Affairs","2023-04-16","2023-04-26","https://bidplus.gem.gov.in/showbidDocument/4671329","Bid Awarded"
"GEM/2023/B/3358536",4671369,"","GEM/2023/B/3358536","Monthly Basis Cab & Taxi Hiring Services - MUV; 2000 km x 320 hours; Local 24*7",5,"Revenue Department Uttar Pradesh","2023-04-16","2023-04-26","https://bidplus.gem.gov.in/showbidDocument/4671369","Bid Awarded"
"GEM/2023/B/3358753",4671607,"","GEM/2023/B/3358753","10536883",536039,"Department of Military Affairs","2023-04-24","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4671607","Bid Awarded"
"GEM/2023/B/3360700",4673774,"","GEM/2023/B/3360700","SHHIZOPHRENIA AND BIPOLAR PREDISPOSITION TEST KIT",210,"Department of Military Affairs","2023-05-04","2023-05-13","https://bidplus.gem.gov.in/showbidDocument/4673774","Bid Awarded"
"GEM/2023/B/3361470",4674614,"","GEM/2023/B/3361470","WOODENPOLE",20000,"Forest Department Madhya Pradesh","2023-04-17","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4674614","Bid Awarded"
"GEM/2023/B/3361738",4674904,"","GEM/2023/B/3361738","Manpower Outsourcing Services - Minimum wage - Unskilled; Others; Mazdoor/Labour",7,"Department of Atomic Energy","2023-04-17","2023-04-26","https://bidplus.gem.gov.in/showbidDocument/4674904","Bid Awarded"
"GEM/2023/B/3361822",4674994,"","GEM/2023/B/3361822","M4936016719-OVER RUNNING CLUTCH 0-11501-22000 2 KWU",1,"NA","2023-04-18","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4674994","Bid Awarded"
"GEM/2023/B/3362625GEM/2023/R/203912",4844616,"GEM/2023/B/3362625","GEM/2023/R/203912","Stationary Value Regulated Lead Acid Batteries as per  IS:15549",220,"Department of Military Affairs","2023-06-02","2023-06-03","https://bidplus.gem.gov.in/showbidDocument/4844616","Bid Awarded"
"GEM/2023/B/3365419",4678856,"","GEM/2023/B/3365419","Medical Oxygen Gas Cylinders - Steel(Normalized)",1,"Public Health and Family Welfare Department Maharashtra","2023-04-18","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4678856","Bid Awarded"
"GEM/2023/B/3365537",4678982,"","GEM/2023/B/3365537","Domestic Refrigerators-IS 1476",1,"Public Health and Family Welfare Department Maharashtra","2023-04-18","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4678982","Bid Awarded"
"GEM/2023/B/3369376",4683088,"","GEM/2023/B/3369376","Computer Paper-IS 12766, IS 9055, IS 1060, IS 1064",11196,"Northern Railway","2023-04-19","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4683088","Bid Awarded"
"GEM/2023/B/3369528",4683252,"","GEM/2023/B/3369528","Security Manpower Service (Version 2.0) - Office/Commercial/Institutions/ Residential; Unarmed Secu",3,"NA","2023-04-19","2023-04-26","https://bidplus.gem.gov.in/showbidDocument/4683252","Bid Awarded"
"GEM/2023/B/3371808",4685724,"","GEM/2023/B/3371808","SAMRUDHI DUSTBIN,SOLAR SYSTEM 1000W,BATTERY 150 AH,INVERTOR 2035VA,DIGITAL WRITING TAB,MAGIC WRITIN",2697,"Rural Development Department","2023-04-21","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4685724","Bid Awarded"
"GEM/2023/B/3372014",4685946,"","GEM/2023/B/3372014","Handheld Digital Infrared Thermometer",2,"Department of Space","2023-04-20","2023-05-13","https://bidplus.gem.gov.in/showbidDocument/4685946","Bid Awarded"
"GEM/2023/B/3373376",4687386,"","GEM/2023/B/3373376","Spare /  Add On Battery Packs  For Transreceiver-Handheld-IS: 16046",69,"NA","2023-04-20","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4687386","Bid Awarded"
"GEM/2023/B/3373417",4687427,"","GEM/2023/B/3373417","Manpower Outsourcing Services - Minimum wage - Highly-Skilled; Admin; Administrative Operator or Of",2,"Department of Revenue","2023-04-20","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4687427","Bid Awarded"
"GEM/2023/B/3373419",4687429,"","GEM/2023/B/3373419","Digital Multimeter-IS:9000",10,"NA","2023-04-20","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4687429","Bid Awarded"
"GEM/2023/B/3373459",4687473,"","GEM/2023/B/3373459","Chair Office (Version 2)",5,"NA","2023-04-20","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4687473","Bid Awarded"
"GEM/2023/B/3373473",4687489,"","GEM/2023/B/3373473","HP Desktop 400,HP Laserjet 136W,Epson L15150",3,"Tribal Welfare and Scheduled Caste (SC) Department Madhya Pradesh","2023-04-21","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4687489","Bid Awarded"
"GEM/2023/B/3373480",4687498,"","GEM/2023/B/3373480","Desktop Computers",1,"Rural Development and Panchayat Raj Department Tamil Nadu","2023-04-20","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4687498","Bid Awarded"
"GEM/2023/B/3373482",4687501,"","GEM/2023/B/3373482","A4 Size Xerox Single Side,A4 Size Xerox Both Side,Legal Size Xerox Single Side,Legal Size Xerox Bot",126600,"Panchayats and Rural Housing Department Gujarat","2023-04-20","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4687501","Bid Awarded"
"GEM/2023/B/3373485",4687504,"","GEM/2023/B/3373485","GASKET,GASKET,GASKET,GASKET,GASKET,GASKET,GASKET,GASKET,SEALING GASKET,SEALING GASKET",56,"Department of Military Affairs","2023-04-20","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4687504","Bid Awarded"
"GEM/2023/B/3373508",4687527,"","GEM/2023/B/3373508","Rulled Register,Cello tape,paper A-4 size,File cover superior brown,pen blue,pen black,permanent ma",822,"Medical Education and Research Department Punjab","2023-04-20","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4687527","Bid Awarded"
"GEM/2023/B/3373545",4687565,"","GEM/2023/B/3373545","Monthly Basis Cab & Taxi Hiring Services - SUV; 1500 km x 320 hours; Local 24*7",1,"Department of Revenue","2023-04-20","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4687565","Bid Awarded"
"GEM/2023/B/3373579",4687601,"","GEM/2023/B/3373579","Curtain Cloth,Curtain Cloth,Linning for Curtain,King Bed,Bedside Table,Riga Wardrobe 2 Doors,Retro ",361,"NA","2023-04-20","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4687601","Bid Awarded"
"GEM/2023/B/3373589",4687614,"","GEM/2023/B/3373589","Monthly Basis Cab & Taxi Hiring Services - SUV; 2500 km x 320 hours; Local 24*7",1,"Panchayats and Rural Housing Department Gujarat","2023-04-20","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4687614","Bid Awarded"
"GEM/2023/B/3373593",4687618,"","GEM/2023/B/3373593","Title1",6,"Department of Revenue","2023-04-20","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4687618","Bid Awarded"
"GEM/2023/B/3373611",4687638,"","GEM/2023/B/3373611","Multifunction Machines MFM",1,"Department of Military Affairs","2023-04-20","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4687638","Bid Awarded"
"GEM/2023/B/3373663",4687695,"","GEM/2023/B/3373663","Monthly Basis Cab & Taxi Hiring Services - Premium SUV; 2000 km x 320 hours; Local 24*7",1,"Rural Development Department Uttar Pradesh","2023-04-20","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4687695","Bid Awarded"
"GEM/2023/B/3373686",4687720,"","GEM/2023/B/3373686","Dell OptiPlex 3000 Tower,HP MF126 NW printer,CANON LBP 6030 PRINTER,M.S. Windows 10 Pro genuine lic",6,"Revenue Department Gujarat","2023-04-20","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4687720","Bid Awarded"
"GEM/2023/B/3373716",4687752,"","GEM/2023/B/3373716","Desktop Computers",1,"Rural Development and Panchayat Raj Department Tamil Nadu","2023-04-20","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4687752","Bid Awarded"
"GEM/2023/B/3373800",4687839,"","GEM/2023/B/3373800","Online UPS (Version 2.0)",1,"Education Department Assam","2023-04-20","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4687839","Bid Awarded"
"GEM/2023/B/3373871",4687916,"","GEM/2023/B/3373871","Manpower Outsourcing Services - Minimum wage - Highly-Skilled; Healthcare; Staff Nurses",3,"NA","2023-04-20","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4687916","Bid Awarded"
"GEM/2023/B/3373886",4687932,"","GEM/2023/B/3373886","Manpower Outsourcing Services - Minimum wage - Unskilled; Others; Office Peon",1,"Labour and Employment Department Gujarat","2023-04-20","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4687932","Bid Awarded"
"GEM/2023/B/3374779",4688913,"","GEM/2023/B/3374779","Automotive Vehicles Pneumatic Tyres-Is 15627 Rev 1",10,"STORES DEPARTMENT","2023-04-21","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4688913","Bid Awarded"
"GEM/2023/B/3375823",4690040,"","GEM/2023/B/3375823","SERVO KOOL PLUSE,DISTILLED WATER,HP 90 SERVO GEAR OIL,SERVO 10 W 30 ENGINE OIL,SERVO 20 W 40 ENGINE",548,"Central Armed Police Forces","2023-04-21","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4690040","Bid Awarded"
"GEM/2023/B/3376044",4690282,"","GEM/2023/B/3376044","Hiring of Sanitation Service - Sweeper; 6; All Areas; All Areas; Daily; 1",15,"Department of Chemicals and Petrochemicals","2023-04-21","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4690282","Bid Awarded"
"GEM/2023/B/3376246",4690510,"","GEM/2023/B/3376246","Manpower Outsourcing Services - Minimum wage - Unskilled; Others; Driver - LMV,Manpower Outsourcing",23,"Social Justice and Empowerment Department Gujarat","2023-04-21","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4690510","Bid Awarded"
"GEM/2023/B/3376403",4690675,"","GEM/2023/B/3376403","Straw/Bhusa",800,"Rural Development Department Uttar Pradesh","2023-04-21","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4690675","Bid Awarded"
"GEM/2023/B/3376415",4690688,"","GEM/2023/B/3376415","A-TOOL SET 6MM GROOVE TURN CONSIST OF: TOOL HOLDER-LF 123 K16-2525 B/TTEL 2525-6/HEL IL 2525 6T 12/",20,"Department of Defence Production","2023-04-21","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4690688","Bid Awarded"
"GEM/2023/B/3377021",4691344,"","GEM/2023/B/3377021","Electrical Terminals as per IS:8309",2000,"Energy and Petro Chemicals Department Gujarat","2023-04-21","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4691344","Bid Awarded"
"GEM/2023/B/3377097",4691426,"","GEM/2023/B/3377097","Electric Scooter",2,"Home Department Bihar","2023-04-21","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4691426","Bid Awarded"
"GEM/2023/B/3377272",4691617,"","GEM/2023/B/3377272","Title1",1,"NA","2023-04-21","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4691617","Bid Awarded"
"GEM/2023/B/3377277",4691622,"","GEM/2023/B/3377277","Pad Lock Various (As Per Defence Specification)",37,"NA","2023-04-21","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4691622","Bid Awarded"
"GEM/2023/B/3377304",4691649,"","GEM/2023/B/3377304","Manpower Outsourcing Services - Minimum wage - Semi-skilled; Admin; PLUMBER,Manpower Outsourcing Se",14,"Engineering Department Chandigarh","2023-04-21","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4691649","Bid Awarded"
"GEM/2023/B/3377335",4691683,"","GEM/2023/B/3377335","Freon Gas R-22 in returnable cylinder having capacity of 61 Kgs,Refrigerant Gas R-407C in returnabl",6931,"Department of Military Affairs","2023-04-21","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4691683","Bid Awarded"
"GEM/2023/B/3377341",4691689,"","GEM/2023/B/3377341","Clutch Plate,Pressure Plate,Convoy light,Filter Fuel,Oil Filter,Fog Light,Gasket valve cover,S A wi",19,"Department of Military Affairs","2023-04-21","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4691689","Bid Awarded"
"GEM/2023/B/3377409",4691762,"","GEM/2023/B/3377409","Manpower Outsourcing Services - Minimum wage - Unskilled; Others; Sweeper,Manpower Outsourcing Serv",8,"Department of Science and Technology (DST)","2023-04-21","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4691762","Bid Awarded"
"GEM/2023/B/3377437",4691791,"","GEM/2023/B/3377437","Manpower Outsourcing Services - Minimum wage - Skilled; Others; Mechanic - Machines",15,"Department of Military Affairs","2023-04-21","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4691791","Bid Awarded"
"GEM/2023/B/3378481",4692914,"","GEM/2023/B/3378481","Drinking Water Cooler - as per IS 1475",2,"Department of Military Affairs","2023-04-22","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4692914","Bid Awarded"
"GEM/2023/B/3378516",4692952,"","GEM/2023/B/3378516","Manpower Outsourcing Services - Minimum wage - Semi-skilled; Admin; Multi-tasking Staff,Manpower Ou",60,"NA","2023-04-22","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4692952","Bid Awarded"
"GEM/2023/B/3379301",4693879,"","GEM/2023/B/3379301","Hunger make Seal Kit for Hydraulic Cylinder one,Hunger make Seal Kit for Hydraulic Cylinder two,Hun",23,"Department of Atomic Energy","2023-04-28","2023-05-22","https://bidplus.gem.gov.in/showbidDocument/4693879","Bid Awarded"
"GEM/2023/B/3385355",4700523,"","GEM/2023/B/3385355","AMC for Computers",1,"Department of Agricultural Research and Education (DARE)","2023-04-26","2023-05-22","https://bidplus.gem.gov.in/showbidDocument/4700523","Bid Awarded"
"GEM/2023/B/3389426",4704890,"","GEM/2023/B/3389426","Linear Low Density Polyethylene Film (Version 2) as per IS 14500",2200,"Department of Food and Public Distribution","2023-04-26","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4704890","Bid Awarded"
"GEM/2023/B/3392526",4708247,"","GEM/2023/B/3392526","3T MRI FULL BODY SCAN CONDITIONAL HIS BUNDLE PACING SYSTEM FOR BRADY ARRHYTHMIA",6,"Department of Military Affairs","2023-05-08","2023-05-29","https://bidplus.gem.gov.in/showbidDocument/4708247","Bid Awarded"
"GEM/2023/B/3395656",4711663,"","GEM/2023/B/3395656","CARBON DIOXIDE GAS",10726,"Department of Defence Production","2023-04-28","2023-05-13","https://bidplus.gem.gov.in/showbidDocument/4711663","Bid Awarded"
"GEM/2023/B/3397716",4713871,"","GEM/2023/B/3397716","Repair and Overhauling Service - 1800000; 30000; Yes; Buyer Premises",1,"Department of Military Affairs","2023-04-28","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4713871","Bid Awarded"
"GEM/2023/B/3397859GEM/2023/R/203847",4843812,"GEM/2023/B/3397859","GEM/2023/R/203847","Custom Bid for Services - Outsourcing of servcies for operation and maintenance of three yardcrfats",1,"Department of Military Affairs","2023-06-01","2023-06-03","https://bidplus.gem.gov.in/showbidDocument/4843812","Bid Awarded"
"GEM/2023/B/3398002",4714183,"","GEM/2023/B/3398002","Repair and Overhauling Service - 26000000; 1000; Yes; Buyer Premises",1,"Department of Military Affairs","2023-04-28","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4714183","Bid Awarded"
"GEM/2023/B/3398548",4714772,"","GEM/2023/B/3398548","SIDE VIEW CAMERA",2,"Department of Defence Production","2023-04-29","2023-05-13","https://bidplus.gem.gov.in/showbidDocument/4714772","Bid Awarded"
"GEM/2023/B/3398983",4715255,"","GEM/2023/B/3398983","ANALOG BULLET CAMERA,ANALOG DOME CAMERA,08 CHANNEL DVR,2 TB HARD DRIVE,32 INCH MONITOR,COAXIAL CABL",71,"Department of Military Affairs","2023-04-29","2023-05-22","https://bidplus.gem.gov.in/showbidDocument/4715255","Bid Awarded"
"GEM/2023/B/3400819",4717233,"","GEM/2023/B/3400819","flannellette rolls of  cm width",112490,"Department of Military Affairs","2023-04-29","2023-05-01","https://bidplus.gem.gov.in/showbidDocument/4717233","Bid Awarded"
"GEM/2023/B/3401215",4717651,"","GEM/2023/B/3401215","Right-Angle Kinematic Elliptical Mirror Mount,Right-Angle Kinematic Circular Mirror Mount,Stackable",4,"Department of space","2023-04-30","2023-05-22","https://bidplus.gem.gov.in/showbidDocument/4717651","Bid Awarded"
"GEM/2023/B/3407278",4724245,"","GEM/2023/B/3407278","guardrail for highways",158,"Department of Defence","2023-05-03","2023-05-13","https://bidplus.gem.gov.in/showbidDocument/4724245","Bid Awarded"
"GEM/2023/B/3408493",4725548,"","GEM/2023/B/3408493","Red Earth,Sand,Grass",6280,"Department of Defence Research & Development","2023-05-12","2023-05-22","https://bidplus.gem.gov.in/showbidDocument/4725548","Bid Awarded"
"GEM/2023/B/3408869GEM/2023/R/203930",4844874,"GEM/2023/B/3408869","GEM/2023/R/203930","Rayon Wool Coloured Red. Plain Weave to Specification IND/ME 1004: 2013 with Annexure DC-5159-ME DT",538,"Department of Defence Production","2023-06-02","2023-06-03","https://bidplus.gem.gov.in/showbidDocument/4844874","Bid Awarded"
"GEM/2023/B/3408915",4726017,"","GEM/2023/B/3408915","2117JCEB324E",112,"Department of Defence Production","2023-05-03","2023-05-13","https://bidplus.gem.gov.in/showbidDocument/4726017","Bid Awarded"
"GEM/2023/B/3409944",4727124,"","GEM/2023/B/3409944","Monthly Basis Cab & Taxi Hiring Services - Premium Sedan; 2000 km x 320 hours; Local 24*7",7,"Department of Revenue","2023-05-03","2023-05-13","https://bidplus.gem.gov.in/showbidDocument/4727124","Bid Awarded"
"GEM/2023/B/3411125",4728382,"","GEM/2023/B/3411125","Manpower Outsourcing Services - Fixed Remuneration - Admin; Computer Operator; Secondary School,Man",22,"Food and Civil Supplies Department Uttar Pradesh","2023-05-03","2023-05-13","https://bidplus.gem.gov.in/showbidDocument/4728382","Bid Awarded"
"GEM/2023/B/3411132",4728389,"","GEM/2023/B/3411132","TABLET INTRACONAZOLE 200 MG",20000,"Medical Education & Research Department Haryana","2023-05-03","2023-05-13","https://bidplus.gem.gov.in/showbidDocument/4728389","Bid Awarded"
"GEM/2023/B/3411476",4728757,"","GEM/2023/B/3411476","PRINTED FILE COVER,ENVELOPE,VISITER SLIP,DISPATCH REGISTER,BUDGET REGISTER",12230,"NA","2023-05-03","2023-05-13","https://bidplus.gem.gov.in/showbidDocument/4728757","Bid Awarded"
"GEM/2023/B/3413073",4730452,"","GEM/2023/B/3413073","Plain Copier Paper IS - 14490 (Version 2)",1000,"Department of Military Affairs","2023-05-04","2023-05-22","https://bidplus.gem.gov.in/showbidDocument/4730452","Bid Awarded"
"GEM/2023/B/3424428",4742775,"","GEM/2023/B/3424428","Bus Hiring Service - Regular Basis - Local; 22-24; NON AC; 3000 KMS",1,"Department of Heavy Industry","2023-05-08","2023-05-29","https://bidplus.gem.gov.in/showbidDocument/4742775","Bid Awarded"
"GEM/2023/B/3428079",4746719,"","GEM/2023/B/3428079","OEM / Compatible Cartridge / Consumable,OEM / Compatible Cartridge / Consumable",8,"Department of Military Affairs","2023-05-09","2023-05-22","https://bidplus.gem.gov.in/showbidDocument/4746719","Bid Awarded"
"GEM/2023/B/3431853",4750732,"","GEM/2023/B/3431853","AMC of Integrated Security and Surveillance System - Remote Video Monitoring, Theft Prevention, Par",1,"Department of Defence","2023-05-10","2023-05-22","https://bidplus.gem.gov.in/showbidDocument/4750732","Bid Awarded"
"GEM/2023/B/3435288",4754399,"","GEM/2023/B/3435288","galvanized steel chain link fence fabric as per IS 2721",15000,"Department of Defence","2023-05-11","2023-05-22","https://bidplus.gem.gov.in/showbidDocument/4754399","Bid Awarded"
"GEM/2023/B/3452539GEM/2023/R/203074",4830869,"GEM/2023/B/3452539","GEM/2023/R/203074","PRINTER CRTRIDGE 057",25,"Central Armed Police Forces","2023-05-30","2023-06-03","https://bidplus.gem.gov.in/showbidDocument/4830869","Bid Awarded"
"GEM/2023/B/3454370",4775035,"","GEM/2023/B/3454370","Television TV",4,"Northern Railway","2023-05-16","2023-05-29","https://bidplus.gem.gov.in/showbidDocument/4775035","Bid Awarded"
"GEM/2023/B/3454501",4775172,"","GEM/2023/B/3454501","080280 - Total knee Joint Replacement Trials and patella Instruments (Medullar systems)",3,"Department of Defence","2023-05-18","2023-05-29","https://bidplus.gem.gov.in/showbidDocument/4775172","Bid Awarded"
"GEM/2023/B/3459246",4780238,"","GEM/2023/B/3459246","Plain Copier Paper IS - 14490 (Version 2)",1000,"Air India Air Transport Services Limited","2023-05-17","2023-06-03","https://bidplus.gem.gov.in/showbidDocument/4780238","Bid Awarded"
"GEM/2023/B/3459801GEM/2023/R/203077",4830923,"GEM/2023/B/3459801","GEM/2023/R/203077","PRINTER CRTRIDGE 287 A",25,"Central Armed Police Forces","2023-05-30","2023-06-03","https://bidplus.gem.gov.in/showbidDocument/4830923","Bid Awarded"
"GEM/2023/B/3460631",4781761,"","GEM/2023/B/3460631","51Z7154074-COUPLING HALF",215,"Department of Defence Production","2023-05-18","2023-05-29","https://bidplus.gem.gov.in/showbidDocument/4781761","Bid Awarded"
"GEM/2023/B/3462148",4783384,"","GEM/2023/B/3462148","90921732,90921733",120,"Department of Defence Production","2023-05-18","2023-05-29","https://bidplus.gem.gov.in/showbidDocument/4783384","Bid Awarded"
"GEM/2023/B/3462366",4783616,"","GEM/2023/B/3462366","Stationary Lead Acid Batteries (with tubular positive plates) in Monobloc Containers as per  IS:133",32,"Department of Financial Services","2023-05-18","2023-05-29","https://bidplus.gem.gov.in/showbidDocument/4783616","Bid Awarded"
"GEM/2023/B/3463397",4784725,"","GEM/2023/B/3463397","Manpower Outsourcing Services - Minimum wage - Semi-skilled; Admin; Multi-tasking Staff",3,"Department of Revenue","2023-05-18","2023-05-29","https://bidplus.gem.gov.in/showbidDocument/4784725","Bid Awarded"
"GEM/2023/B/3466945",4788518,"","GEM/2023/B/3466945","Rain Coat-IS:4761",211,"NA","2023-05-23","2023-06-03","https://bidplus.gem.gov.in/showbidDocument/4788518","Bid Awarded"
"GEM/2023/B/3467869",4789513,"","GEM/2023/B/3467869","Agriculture rotavator",1,"Co-operative Department Bihar","2023-05-19","2023-05-29","https://bidplus.gem.gov.in/showbidDocument/4789513","Bid Awarded"
"GEM/2023/B/3468330",4790002,"","GEM/2023/B/3468330","THREE WHEEL TIPPER",2,"Urban Development Department","2023-05-19","2023-05-29","https://bidplus.gem.gov.in/showbidDocument/4790002","Bid Awarded"
"GEM/2023/B/3480187",4802832,"","GEM/2023/B/3480187","Rayan Seed",20,"Agriculture and Co-operation Department Gujarat","2023-05-23","2023-06-13","https://bidplus.gem.gov.in/showbidDocument/4802832","Bid Awarded"
"GEM/2023/B/3480327",4802981,"","GEM/2023/B/3480327","OEM / Compatible Cartridge / Consumable,OEM / Compatible Cartridge / Consumable,OEM / Compatible Ca",8,"Department of Defence Research & Development","2023-05-23","2023-06-03","https://bidplus.gem.gov.in/showbidDocument/4802981","Bid Awarded"
"GEM/2023/B/3480426",4803089,"","GEM/2023/B/3480426","Tractor Trolley",1,"Department of Agricultural Research and Education (DARE)","2023-05-23","2023-06-13","https://bidplus.gem.gov.in/showbidDocument/4803089","Bid Awarded"
"GEM/2023/B/3481358",4804064,"","GEM/2023/B/3481358","Almond without shell,BOURNVITA,Cashewnuts without shell,Chocolate Drinking,Cocoa,Milk Toffee,Pickle",545,"Department of Defence","2023-05-23","2023-06-03","https://bidplus.gem.gov.in/showbidDocument/4804064","Bid Awarded"
"GEM/2023/B/3482740",4805547,"","GEM/2023/B/3482740","DGCC Book",200000,"NA","2023-05-24","2023-06-03","https://bidplus.gem.gov.in/showbidDocument/4805547","Bid Awarded"
"GEM/2023/B/3486512",4809608,"","GEM/2023/B/3486512","Professional Large Format Display",1,"NA","2023-06-07","2023-06-17","https://bidplus.gem.gov.in/showbidDocument/4809608","Bid Awarded"
"GEM/2023/B/3495621",4819456,"","GEM/2023/B/3495621","Cleaning, Sanitation and Disinfection Service - Outcome Based - Office/Commercial/Institutions/Resi",31875,"NA","2023-05-26","2023-06-17","https://bidplus.gem.gov.in/showbidDocument/4819456","Bid Awarded"
"GEM/2023/B/3496452GEM/2023/R/216430",5008376,"GEM/2023/B/3496452","GEM/2023/R/216430","e rickshaw for carrying goods",1,"Department of Military Affairs","2023-07-10","2023-07-11","https://bidplus.gem.gov.in/showbidDocument/5008376","Bid Awarded"
"GEM/2023/B/3499009",4823103,"","GEM/2023/B/3499009","LED Television,Cement Bench",2,"Ahmednagar Zilla Parishad, Maharashtra","2023-05-27","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/4823103","Bid Awarded"
