"key","bid","bid_no","ra_no","items","quantity","department","startdate","enddate","document","status"
"GEM/2023/B/3363186",4676484,"","GEM/2023/B/3363186","Potable water purification system Reverse Osmosis or UV based",3,"Education Department Gujarat","2023-04-20","2023-05-09","https://bidplus.gem.gov.in/showbidDocument/4676484","Financial Evaluated"
"GEM/2023/B/3363498",4676815,"","GEM/2023/B/3363498","MICROPROCESSOR BASED SOLDERING STATION",6,"Department of Defence Production","2023-04-18","2023-05-09","https://bidplus.gem.gov.in/showbidDocument/4676815","Financial Evaluated"
"GEM/2023/B/3363679",4677003,"","GEM/2023/B/3363679","Torsion Test Apparatus as per IS 10810(Part-38)",1,"Department of Consumer Affairs","2023-04-18","2023-05-09","https://bidplus.gem.gov.in/showbidDocument/4677003","Financial Evaluated"
"GEM/2023/B/3365531",4678976,"","GEM/2023/B/3365531","Custom Bid for Services - creation of MARC21 Data in Library",1,"NA","2023-04-19","2023-05-04","https://bidplus.gem.gov.in/showbidDocument/4678976","Financial Evaluated"
"GEM/2023/B/3365885",4679360,"","GEM/2023/B/3365885","2093981005,2093981004,2093231005,2093231003,2093231006,2093231004",62,"Department of Defence Production","2023-04-18","2023-05-04","https://bidplus.gem.gov.in/showbidDocument/4679360","Financial Evaluated"
"GEM/2023/B/3366446",4679970,"","GEM/2023/B/3366446","Computer Printers",90,"Narmada Water Resources Water Supply and Kalpsar Department Gujarat","2023-05-04","2023-05-23","https://bidplus.gem.gov.in/showbidDocument/4679970","Financial Evaluated"
"GEM/2023/B/3367412",4681003,"","GEM/2023/B/3367412","Collection & Disposal Waste Management Service - Collection, Lifting, Transportation, Unloading, Se",1500,"Urban Development & Housing Department Bihar","2023-04-20","2023-05-11","https://bidplus.gem.gov.in/showbidDocument/4681003","Financial Evaluated"
"GEM/2023/B/3367465",4681059,"","GEM/2023/B/3367465","Monthly Basis Cab & Taxi Hiring Services - Sedan; 3000 Km x 364 hours; Local",1,"Department of Empowerment of Persons with Disabilities","2023-04-19","2023-05-04","https://bidplus.gem.gov.in/showbidDocument/4681059","Financial Evaluated"
"GEM/2023/B/3375758",4689971,"","GEM/2023/B/3375758","Security Manpower Service (Version 2.0) - Office/Commercial/Institutions/ Residential; Unarmed Secu",3,"Department of Agriculture Cooperation and Farmers Welfare","2023-04-24","2023-05-04","https://bidplus.gem.gov.in/showbidDocument/4689971","Financial Evaluated"
"GEM/2023/B/3379808",4694481,"","GEM/2023/B/3379808","921500200000_BODY_ WC9_GNV_4_1500-G007,921500320000_BODY_ WC9_GLV_2.5_3500SPL-G032,921500880000_BOD",214,"Department of Heavy Industry","2023-04-24","2023-05-04","https://bidplus.gem.gov.in/showbidDocument/4694481","Financial Evaluated"
"GEM/2023/B/3380896",4695725,"","GEM/2023/B/3380896","Split Air Conditioner Including Green AC (Version 3)",1,"West Bengal State Electricity Distribution Company Limited (WBSEDCL)","2023-04-26","2023-05-11","https://bidplus.gem.gov.in/showbidDocument/4695725","Financial Evaluated"
"GEM/2023/B/3381554",4696438,"","GEM/2023/B/3381554","Ammonia solution 25%",560,"Contracts and Materials","2023-05-09","2023-05-23","https://bidplus.gem.gov.in/showbidDocument/4696438","Financial Evaluated"
"GEM/2023/B/3381779GEM/2023/R/216830",5012318,"GEM/2023/B/3381779","GEM/2023/R/216830","Custom Bid for Services - Hiring of one Non AC Hard Top Covered Bolero Scorpio vehicle along with d",1,"Contracts and Materials","2023-07-11","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5012318","Financial Evaluated"
"GEM/2023/B/3384767",4699910,"","GEM/2023/B/3384767","BIRD SCREEN CUM RAIN HOOD FOR 1435 MM DIA,ACTUATOR BASE FOR 1435 MM DIA. SI. CD-20 FAN,SILENCER SUP",7,"Department of Heavy Industry","2023-04-25","2023-05-16","https://bidplus.gem.gov.in/showbidDocument/4699910","Financial Evaluated"
"GEM/2023/B/3384883",4700032,"","GEM/2023/B/3384883","annual report 1,annual report 2",200,"Department of Health and Family Welfare","2023-05-04","2023-05-16","https://bidplus.gem.gov.in/showbidDocument/4700032","Financial Evaluated"
"GEM/2023/B/3386875GEM/2023/R/204228",4849870,"GEM/2023/B/3386875","GEM/2023/R/204228","Mechanical Lab items(Temperature Calibration) to UPRVUNL Panki TPS(1x660MW)",1,"Department of Heavy Industry","2023-06-03","2023-06-06","https://bidplus.gem.gov.in/showbidDocument/4849870","Financial Evaluated"
"GEM/2023/B/3387512",4702842,"","GEM/2023/B/3387512","Custom Bid for Services - VLC Change Management",1,"NA","2023-04-26","2023-05-09","https://bidplus.gem.gov.in/showbidDocument/4702842","Financial Evaluated"
"GEM/2023/B/3389221GEM/2023/R/216514",5009134,"GEM/2023/B/3389221","GEM/2023/R/216514","Custom Bid for Services - Selection of Service Provider for AMC for Desktops Printers Scanners Lapt",1,"Department of Financial Services","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5009134","Financial Evaluated"
"GEM/2023/B/3393372GEM/2023/R/217079",5016628,"GEM/2023/B/3393372","GEM/2023/R/217079","X3 MG19-DYNAF-028-105-101J CRANK SHAFT",35,"Department of Military Affairs","2023-07-11","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5016628","Financial Evaluated"
"GEM/2023/B/3393794",4709642,"","GEM/2023/B/3393794","ANNUAL MAINTENANCE SERVICE - VIDEO/DATA  WALL - VIDEO WALL; CROSSTELL; Neither OEM nor ASP",1,"NA","2023-04-27","2023-05-11","https://bidplus.gem.gov.in/showbidDocument/4709642","Financial Evaluated"
"GEM/2023/B/3395135GEM/2023/R/216652",5010613,"GEM/2023/B/3395135","GEM/2023/R/216652","41 LPM SEMI ROTARY HAND PUMP Engine oil confirming to TA No E TA 2841030130 Rev 00 for Yard 1258,41",14,"Department of Defence Production","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5010613","Financial Evaluated"
"GEM/2023/B/3395716",4711728,"","GEM/2023/B/3395716","Domestic Refrigerators-IS 1476",1,"Municipal Corporation, Chandigarh","2023-04-28","2023-05-09","https://bidplus.gem.gov.in/showbidDocument/4711728","Financial Evaluated"
"GEM/2023/B/3395734",4711748,"","GEM/2023/B/3395734","FLEXIBLE HOSE,HOSE,HOSE LONG,PROTECTIVE RUBBER,INTERMEDIATE PLASTIC THICKNESS,LOWER PLASTIC THICKNE",31,"Department of Military Affairs","2023-04-28","2023-05-09","https://bidplus.gem.gov.in/showbidDocument/4711748","Financial Evaluated"
"GEM/2023/B/3398211GEM/2023/R/216826",5012287,"GEM/2023/B/3398211","GEM/2023/R/216826","2096060404,2096060405,2096060052,2096060054,2096060503,2096061053,2096061054,2096060056,2096060203,",422,"Department of Defence Production","2023-07-11","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5012287","Financial Evaluated"
"GEM/2023/B/3398748",4714993,"","GEM/2023/B/3398748","4110113154,4110112294,4110100354,4110111824,4110112564,4111112874",2080,"Materials Department","2023-04-29","2023-05-11","https://bidplus.gem.gov.in/showbidDocument/4714993","Financial Evaluated"
"GEM/2023/B/3399183GEM/2023/R/217075",5016543,"GEM/2023/B/3399183","GEM/2023/R/217075","X2 MG19-DYNAF-3842-191-901-63 Protection Grate",67,"Department of Military Affairs","2023-07-11","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5016543","Financial Evaluated"
"GEM/2023/B/3399766",4716098,"","GEM/2023/B/3399766","Adapter",15,"Materials Management","2023-04-29","2023-05-23","https://bidplus.gem.gov.in/showbidDocument/4716098","Financial Evaluated"
"GEM/2023/B/3400286",4716656,"","GEM/2023/B/3400286","AMC of Integrated Security and Surveillance System - Surveillance CCTV; Comprehensive; Hardware, So",1,"Airports Authority of India (AAI)","2023-04-29","2023-05-16","https://bidplus.gem.gov.in/showbidDocument/4716656","Financial Evaluated"
"GEM/2023/B/3401105GEM/2023/R/216322",5007118,"GEM/2023/B/3401105","GEM/2023/R/216322","Goods Transport Service – Per KM Based Service - UNSERVICEBLE ARMY VEHICLE; RECOVERY VEHICLE; Med",2200,"Department of Military Affairs","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5007118","Financial Evaluated"
"GEM/2023/B/3401770",4718242,"","GEM/2023/B/3401770","LV7 TMB,LV7 TMB,LV7 MARUTI",765,"Department of Military Affairs","2023-05-01","2023-05-11","https://bidplus.gem.gov.in/showbidDocument/4718242","Financial Evaluated"
"GEM/2023/B/3401773",4718245,"","GEM/2023/B/3401773","LV7 TATA,LV7 MARUTI,LV7 STLN,LV7 MARUTI,43 I-43 AKL,LV7 TATA",1856,"Department of Military Affairs","2023-05-01","2023-05-11","https://bidplus.gem.gov.in/showbidDocument/4718245","Financial Evaluated"
"GEM/2023/B/3402605",4719191,"","GEM/2023/B/3402605","Custom Bid for Services - ----",1,"Department of Military Affairs","2023-05-06","2023-05-11","https://bidplus.gem.gov.in/showbidDocument/4719191","Financial Evaluated"
"GEM/2023/B/3402927",4719543,"","GEM/2023/B/3402927","SUPREME ORNET PLASTIC CUSHION CHAIR,REVOLVING CHAIR WITH HEAVY ARM REST",28,"Central Armed Police Forces","2023-05-01","2023-05-11","https://bidplus.gem.gov.in/showbidDocument/4719543","Financial Evaluated"
"GEM/2023/B/3402933",4719550,"","GEM/2023/B/3402933","Title1,Title2",220,"Department of Military Affairs","2023-05-02","2023-05-11","https://bidplus.gem.gov.in/showbidDocument/4719550","Financial Evaluated"
"GEM/2023/B/3405585",4722402,"","GEM/2023/B/3405585","Monthly Basis Cab & Taxi Hiring Services - SUV; 2500 km x 320 hours; Local",2,"NA","2023-05-02","2023-05-23","https://bidplus.gem.gov.in/showbidDocument/4722402","Financial Evaluated"
"GEM/2023/B/3405704",4722535,"","GEM/2023/B/3405704","Monthly Basis Cab & Taxi Hiring Services - SUV; 4000 km x 320 hrs; Local",3,"NA","2023-05-02","2023-05-23","https://bidplus.gem.gov.in/showbidDocument/4722535","Financial Evaluated"
"GEM/2023/B/3405824",4722663,"","GEM/2023/B/3405824","Municipal solid waste single shaft  shredder",2,"Local Government Department Punjab","2023-05-02","2023-05-23","https://bidplus.gem.gov.in/showbidDocument/4722663","Financial Evaluated"
"GEM/2023/B/3411377",4728655,"","GEM/2023/B/3411377","Manpower Outsourcing Services - Fixed Remuneration - Others; Attendant; High School",3,"STORES DEPARTMENT","2023-05-13","2023-05-23","https://bidplus.gem.gov.in/showbidDocument/4728655","Financial Evaluated"
"GEM/2023/B/3412526GEM/2023/R/216968",5014595,"GEM/2023/B/3412526","GEM/2023/R/216968","Bus Hiring Service - Regular Basis - Local; more than 52; Non Deluxe (NDX); 2400 Km(s)*300 Hr(s)",1,"Materials Management","2023-07-11","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5014595","Financial Evaluated"
"GEM/2023/B/3416797",4734422,"","GEM/2023/B/3416797","Manpower Outsourcing Services - Minimum wage - Skilled; Admin; Clerk,Manpower Outsourcing Services ",36,"Department of Military Affairs","2023-05-18","2023-05-29","https://bidplus.gem.gov.in/showbidDocument/4734422","Financial Evaluated"
"GEM/2023/B/3417484",4735151,"","GEM/2023/B/3417484","Aluminium Notch Bar Size 1-1.5Kg",35000,"Department of Heavy Industry","2023-05-06","2023-05-16","https://bidplus.gem.gov.in/showbidDocument/4735151","Financial Evaluated"
"GEM/2023/B/3419429GEM/2023/R/216348",5007427,"GEM/2023/B/3419429","GEM/2023/R/216348","Bus Hiring Service - Short Term - Outstation; 32 Seater One Way; Non Deluxe (NDX); 554KM 20HRS ONE ",2,"Department of Military Affairs","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5007427","Financial Evaluated"
"GEM/2023/B/3419462GEM/2023/R/216341",5007334,"GEM/2023/B/3419462","GEM/2023/R/216341","Short Term Cab & Taxi Hiring Services - Sedan; Local; 80KM 8HRS ONE WAY,Short Term Cab & Taxi Hirin",41,"Department of Military Affairs","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5007334","Financial Evaluated"
"GEM/2023/B/3419675",4737525,"","GEM/2023/B/3419675","PACKING BOX TO DRG. NO. SK-5580 FOR ARJUN ORDNANCE",18,"Department of Defence Production","2023-05-06","2023-05-16","https://bidplus.gem.gov.in/showbidDocument/4737525","Financial Evaluated"
"GEM/2023/B/3419737GEM/2023/R/216746",5011550,"GEM/2023/B/3419737","GEM/2023/R/216746","Desktop Computers",36,"Department of Military Affairs","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5011550","Financial Evaluated"
"GEM/2023/B/3419842GEM/2023/R/216334",5007240,"GEM/2023/B/3419842","GEM/2023/R/216334","Goods Transport Service – Per KM Based Service - Machinery & Equipment; Open Body LCV Truck; 19 F",10052,"Department of Military Affairs","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5007240","Financial Evaluated"
"GEM/2023/B/3420098",4738004,"","GEM/2023/B/3420098","Custom Bid for Services - Annual contract for providing Skilled Semiskilled and Unskilled manpower ",1,"KIOCL Limited","2023-05-06","2023-05-16","https://bidplus.gem.gov.in/showbidDocument/4738004","Financial Evaluated"
"GEM/2023/B/3420434",4738369,"","GEM/2023/B/3420434","LUG TO DRG. V548-0129-1002 FOR ARJUN ORDNANCE.",53,"Department of Defence Production","2023-05-06","2023-05-16","https://bidplus.gem.gov.in/showbidDocument/4738369","Financial Evaluated"
"GEM/2023/B/3430951",4749758,"","GEM/2023/B/3430951","Custom Bid for Services - AMC FOR RENEWAL  SUBSCRIPTION OF HCL DOMINO MESSAGING EXPRESS 12 MONTHS T",1,"Department of Defence Production","2023-05-10","2023-06-14","https://bidplus.gem.gov.in/showbidDocument/4749758","Financial Evaluated"
"GEM/2023/B/3436633",4755828,"","GEM/2023/B/3436633","CD KND NIV CL2 253",6299,"Department of Military Affairs","2023-05-18","2023-05-29","https://bidplus.gem.gov.in/showbidDocument/4755828","Financial Evaluated"
"GEM/2023/B/3441968",4761562,"","GEM/2023/B/3441968","Seco Carbide Insert 218.21-230TR-06-M15 MP3000",40,"NA","2023-05-12","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/4761562","Financial Evaluated"
"GEM/2023/B/3443305",4763001,"","GEM/2023/B/3443305","Custom Bid for Services - PROVISION OF MULTILAYERED FALSE CEILING AND INSTALLATION OF DECORATIVE LI",1,"Department of Military Affairs","2023-05-26","2023-06-06","https://bidplus.gem.gov.in/showbidDocument/4763001","Financial Evaluated"
"GEM/2023/B/3444187GEM/2023/R/216881",5013078,"GEM/2023/B/3444187","GEM/2023/R/216881","HE9751498260: ADM. BR LF TUBE OD20X2.5/2.0, L= 5500",1158,"Department of Heavy Industry","2023-07-11","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5013078","Financial Evaluated"
"GEM/2023/B/3444380",4764163,"","GEM/2023/B/3444380","Hydraulic Tractor Trailer-IS:8213",1,"Co-operative Department Bihar","2023-05-19","2023-05-29","https://bidplus.gem.gov.in/showbidDocument/4764163","Financial Evaluated"
"GEM/2023/B/3444651",4764455,"","GEM/2023/B/3444651","Analog Transceiver-Handheld",18,"Department of Defence Production","2023-05-15","2023-05-23","https://bidplus.gem.gov.in/showbidDocument/4764455","Financial Evaluated"
"GEM/2023/B/3444707",4764514,"","GEM/2023/B/3444707","Office Suite Software (Version 2.0)",150,"Department of Defence Production","2023-05-13","2023-05-23","https://bidplus.gem.gov.in/showbidDocument/4764514","Financial Evaluated"
"GEM/2023/B/3446988",4767026,"","GEM/2023/B/3446988","Vidas Anti TPO,Vidas FSH,Vidas HCG,Vidas LH,Vidas 25 OH,Vidas FPSA,Vidas Ferritin,Vidas Total IgE,V",133,"Department of Defence","2023-07-02","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/4767026","Financial Evaluated"
"GEM/2023/B/3449386GEM/2023/R/213144",4968199,"GEM/2023/B/3449386","GEM/2023/R/213144","Supply and installation of safety monitoring system for critical machinery compartments,Cable routi",2,"Department of Military Affairs","2023-06-30","2023-07-05","https://bidplus.gem.gov.in/showbidDocument/4968199","Financial Evaluated"
"GEM/2023/B/3451563",4772062,"","GEM/2023/B/3451563","Printing and Photocopying Service - Photocopying; Onsite; 6; 1; With Operator; Paper to be provided",12500,"Materials","2023-05-23","2023-06-06","https://bidplus.gem.gov.in/showbidDocument/4772062","Financial Evaluated"
"GEM/2023/B/3453280",4773896,"","GEM/2023/B/3453280","FPGA Development and Evaluation Board",2,"Department of Space","2023-05-16","2023-06-06","https://bidplus.gem.gov.in/showbidDocument/4773896","Financial Evaluated"
"GEM/2023/B/3455097",4775795,"","GEM/2023/B/3455097","Monthly Basis Cab & Taxi Hiring Services - SUV; 3000Km x 720 Hours; Outstation 24*7",1,"NA","2023-05-16","2023-06-06","https://bidplus.gem.gov.in/showbidDocument/4775795","Financial Evaluated"
"GEM/2023/B/3455179",4775880,"","GEM/2023/B/3455179","Monthly Basis Cab & Taxi Hiring Services - SUV; 3000 KM X 720 HOURS; Outstation 24*7",1,"NA","2023-05-16","2023-06-06","https://bidplus.gem.gov.in/showbidDocument/4775880","Financial Evaluated"
"GEM/2023/B/3457258",4778113,"","GEM/2023/B/3457258","Nasal Oxygen Cannula",4200,"Health & Family Welfare Department Gujarat","2023-05-18","2023-05-29","https://bidplus.gem.gov.in/showbidDocument/4778113","Financial Evaluated"
"GEM/2023/B/3457561GEM/2023/R/216294",5006954,"GEM/2023/B/3457561","GEM/2023/R/216294","Chair Dining as per FD NO FD oblique E6 oblique MAP oblique 10 R",1330,"Department of Defence","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5006954","Financial Evaluated"
"GEM/2023/B/3459695",4780718,"","GEM/2023/B/3459695","Intravenous Cannulas",10000,"Health & Family Welfare Department Gujarat","2023-05-18","2023-05-29","https://bidplus.gem.gov.in/showbidDocument/4780718","Financial Evaluated"
"GEM/2023/B/3460255",4781351,"","GEM/2023/B/3460255","Hydraulic Tractor Trailer-IS:8213",1,"Co-operative Department Bihar","2023-05-17","2023-05-29","https://bidplus.gem.gov.in/showbidDocument/4781351","Financial Evaluated"
"GEM/2023/B/3462014GEM/2023/R/216542",5009347,"GEM/2023/B/3462014","GEM/2023/R/216542","Supply only Almirah Steel Medium as per FD No 1032 oblique 1034",335,"Department of Defence","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5009347","Financial Evaluated"
"GEM/2023/B/3462613GEM/2023/R/216445",5008517,"GEM/2023/B/3462613","GEM/2023/R/216445","Markin Cloth",600,"Department of Heavy Industry","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5008517","Financial Evaluated"
"GEM/2023/B/3464700GEM/2023/R/216470",5008708,"GEM/2023/B/3464700","GEM/2023/R/216470","Polyaluminium Chloride as per IS:15573",35000,"Materials Management","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5008708","Financial Evaluated"
"GEM/2023/B/3465509",4787003,"","GEM/2023/B/3465509","Movable Table of 500 MT Press as per specifications",1,"Department of Atomic Energy","2023-05-23","2023-06-14","https://bidplus.gem.gov.in/showbidDocument/4787003","Financial Evaluated"
"GEM/2023/B/3466322",4787866,"","GEM/2023/B/3466322","Monthly Basis Cab & Taxi Hiring Services - SUV; 2000 km x 320 hours; Outstation 24*7",1,"Railways","2023-06-21","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/4787866","Financial Evaluated"
"GEM/2023/B/3468084GEM/2023/R/216339",5007318,"GEM/2023/B/3468084","GEM/2023/R/216339","Custom Bid for Services - Fitment and welding of A brackets and Erection Fabrication Fitment  and W",1,"Department of Defence Production","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5007318","Financial Evaluated"
"GEM/2023/B/3469520",4791269,"","GEM/2023/B/3469520","Bosch GST 650 Electric Jigsaw Machine,Xtra Power 12 inch Miter Saw Machine,Indico Wood Working Rout",9,"Department of Military Affairs","2023-05-20","2023-05-29","https://bidplus.gem.gov.in/showbidDocument/4791269","Financial Evaluated"
"GEM/2023/B/3469789",4791552,"","GEM/2023/B/3469789","Repair and Service of Window/Split AC with required material",10,"Technical Education Department Uttar Pradesh","2023-05-19","2023-05-29","https://bidplus.gem.gov.in/showbidDocument/4791552","Financial Evaluated"
"GEM/2023/B/3469799",4791563,"","GEM/2023/B/3469799","Paper Cup (Dona) cum Paper Disc Machine Kit (Gujarat Govt)",2,"Materials Management","2023-05-20","2023-05-29","https://bidplus.gem.gov.in/showbidDocument/4791563","Financial Evaluated"
"GEM/2023/B/3470191",4791979,"","GEM/2023/B/3470191","NPK-I-LOAD CELL 22T,LOAD CELL, DRA/DRB BELTWEIGHER",12,"Department of Fertilizers","2023-05-23","2023-06-06","https://bidplus.gem.gov.in/showbidDocument/4791979","Financial Evaluated"
"GEM/2023/B/3470217GEM/2023/R/216586",5009924,"GEM/2023/B/3470217","GEM/2023/R/216586","DISCHARGE ROD AS PER SPECIFICATION REF-TEP-531-DR-REV 01 dated 06-08-2022 and drawing No 2 -00-114-",50,"Department of Heavy Industry","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5009924","Financial Evaluated"
"GEM/2023/B/3472795GEM/2023/R/216202",5006112,"GEM/2023/B/3472795","GEM/2023/R/216202","CCTY system for Kanpur Zone PSs",1,"Home Department Uttar Pradesh","2023-07-09","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5006112","Financial Evaluated"
"GEM/2023/B/3474051GEM/2023/R/216413",5008223,"GEM/2023/B/3474051","GEM/2023/R/216413","Wrestling Mats",1,"Department of Military Affairs","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5008223","Financial Evaluated"
"GEM/2023/B/3475958GEM/2023/R/216999",5015103,"GEM/2023/B/3475958","GEM/2023/R/216999","HYDRAULIC POWER",1,"Department of Defence Production","2023-07-11","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5015103","Financial Evaluated"
"GEM/2023/B/3476842",4799222,"","GEM/2023/B/3476842","PIPE TO DRG NO SB 435-09-14",298,"Department of Defence Production","2023-05-22","2023-06-20","https://bidplus.gem.gov.in/showbidDocument/4799222","Financial Evaluated"
"GEM/2023/B/3481523",4804239,"","GEM/2023/B/3481523","Radiator Part No 38150062,Pipe radiator Part No 0206899,Radiator Cap Part No 02011965,Primary Air F",774,"NA","2023-05-24","2023-06-14","https://bidplus.gem.gov.in/showbidDocument/4804239","Financial Evaluated"
"GEM/2023/B/3481978GEM/2023/R/216680",5010863,"GEM/2023/B/3481978","GEM/2023/R/216680","HDPE JUMBO BAG AS PER SPECN",5000,"Steel Authority of India Limited","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5010863","Financial Evaluated"
"GEM/2023/B/3483008",4805844,"","GEM/2023/B/3483008","PLATE/175.33. 414-03",934,"Department of Defence Production","2023-05-24","2023-06-14","https://bidplus.gem.gov.in/showbidDocument/4805844","Financial Evaluated"
"GEM/2023/B/3486800GEM/2023/R/216480",5008800,"GEM/2023/B/3486800","GEM/2023/R/216480","Blood Sample Collection Tubes,Blood Sample Collection Tubes,Blood Sample Collection Tubes,Blood Sam",560000,"Department of Military Affairs","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5008800","Financial Evaluated"
"GEM/2023/B/3487668GEM/2023/R/216797",5012019,"GEM/2023/B/3487668","GEM/2023/R/216797","SEALING CMPD TUBES AREXONS MOTOR SIL HY5530073000",1000,"Department of Heavy Industry","2023-07-11","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5012019","Financial Evaluated"
"GEM/2023/B/3489172GEM/2023/R/216723",5011234,"GEM/2023/B/3489172","GEM/2023/R/216723","Laptop-Notebook",125,"NA","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5011234","Financial Evaluated"
"GEM/2023/B/3494448",4818200,"","GEM/2023/B/3494448","Fd Water Supply Scheme",1,"Department of Military Affairs","2023-05-26","2023-06-06","https://bidplus.gem.gov.in/showbidDocument/4818200","Financial Evaluated"
"GEM/2023/B/3494824",4818606,"","GEM/2023/B/3494824","PLUG WITH STEM ASSEMBLY FOR FCV 6012,SEAT RING FOR TAG NO FCV 6012,ACTUATOR SEAL REPAIR KIT FOR TAG",22,"Department of Fertilizers","2023-05-26","2023-06-06","https://bidplus.gem.gov.in/showbidDocument/4818606","Financial Evaluated"
"GEM/2023/B/3498361GEM/2023/R/216600",5010108,"GEM/2023/B/3498361","GEM/2023/R/216600","AIR BUBBLE POLYTHENE SHEET 1500 MM",46000,"Steel Authority of India Limited","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5010108","Financial Evaluated"
"GEM/2023/B/3499352",4823478,"","GEM/2023/B/3499352","8119622784,8119881704,8119884204",5,"Materials Department","2023-05-27","2023-06-20","https://bidplus.gem.gov.in/showbidDocument/4823478","Financial Evaluated"
"GEM/2023/B/3499652GEM/2023/R/216725",5011286,"GEM/2023/B/3499652","GEM/2023/R/216725","Video Projection System",1,"Central Armed Police Forces","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5011286","Financial Evaluated"
"GEM/2023/B/3503233GEM/2023/R/216990",5014953,"GEM/2023/B/3503233","GEM/2023/R/216990","Testing work surface system Type 1 2350X2350,Test Storage cabnite 750 H,Testing work surface system",84,"Department of Defence Research & Development","2023-07-11","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5014953","Financial Evaluated"
"GEM/2023/B/3503972GEM/2023/R/216315",5007096,"GEM/2023/B/3503972","GEM/2023/R/216315","Custom Bid for Services - Preparation of Wildlife Conservation Plan towards Tiger Corridor and nece",1,"MOIL Limited","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5007096","Financial Evaluated"
"GEM/2023/B/3504560GEM/2023/R/216735",5011391,"GEM/2023/B/3504560","GEM/2023/R/216735","Ration items",463141,"Central Armed Police Forces","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5011391","Financial Evaluated"
"GEM/2023/B/3504658GEM/2023/R/216731",5011351,"GEM/2023/B/3504658","GEM/2023/R/216731","Ration items",48465,"Central Armed Police Forces","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5011351","Financial Evaluated"
"GEM/2023/B/3504666GEM/2023/R/216736",5011417,"GEM/2023/B/3504666","GEM/2023/R/216736","ration items",402102,"Central Armed Police Forces","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5011417","Financial Evaluated"
"GEM/2023/B/3504670GEM/2023/R/216741",5011456,"GEM/2023/B/3504670","GEM/2023/R/216741","Ration items",277933,"Central Armed Police Forces","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5011456","Financial Evaluated"
"GEM/2023/B/3504672GEM/2023/R/216737",5011433,"GEM/2023/B/3504672","GEM/2023/R/216737","Ration items",378719,"Central Armed Police Forces","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5011433","Financial Evaluated"
"GEM/2023/B/3505598GEM/2023/R/216875",5012937,"GEM/2023/B/3505598","GEM/2023/R/216875","Custom Bid for Services - 1 Insitu service of RCB Isolation dampers which involves removal of duct ",6,"Department of Atomic Energy","2023-07-11","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5012937","Financial Evaluated"
"GEM/2023/B/3507093",4831913,"","GEM/2023/B/3507093","Straw/Bhusa",1456,"Rural Development Department Uttar Pradesh","2023-05-30","2023-06-14","https://bidplus.gem.gov.in/showbidDocument/4831913","Financial Evaluated"
"GEM/2023/B/3508213GEM/2023/R/216605",5010221,"GEM/2023/B/3508213","GEM/2023/R/216605","DG Set 125 KVA DG with installation and commissioning",1,"Bhakra Beas Managemet Board ","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5010221","Financial Evaluated"
